split	question_id	YN_Acc	F_Strict	F_Lenient	F_MRR	L_P	L_R	L_F1	YN_macroF1	YN_F1_yes	YN_F1_no
13B3_golden_answers	67e6bd0e18b1e36f2e0000c1	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B3_golden_answers	67d03a2581b1027333000028	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	1.0
13B3_golden_answers	67ed575b18b1e36f2e0000f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67e6cf2618b1e36f2e0000d0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0
13B4_golden_answers	680d5e47353a4a2e6b000005	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	680f4a68353a4a2e6b000007	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	680a083218b1e36f2e00014d	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	67e5557c18b1e36f2e0000ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	6810fef8353a4a2e6b000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	6810cb23353a4a2e6b000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67fe5f0918b1e36f2e000144	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	680a079718b1e36f2e000147	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	1.0
13B4_golden_answers	67e5749b18b1e36f2e0000b5	0.0	0.0	0.0	0.0	1.0	1.0	1.0	NA	NA	NA
13B4_golden_answers	6810f6f0353a4a2e6b000015	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	1.0
13B4_golden_answers	680a237618b1e36f2e000152	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	68110110353a4a2e6b000018	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	680f4c63353a4a2e6b00000d	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	680a087218b1e36f2e00014f	0.0	0.0	0.0	0.0	0.14285714285714285	0.07692307692307693	0.1	NA	NA	NA
13B4_golden_answers	6810daad353a4a2e6b000013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	6810c27b353a4a2e6b000010	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	680a07a418b1e36f2e000148	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67fbd58c18b1e36f2e00010e	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	67fbe10618b1e36f2e000111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	680fcb72353a4a2e6b00000e	0.0	0.0	0.0	0.0	1.0	1.0	1.0	NA	NA	NA
13B4_golden_answers	6805568118b1e36f2e000145	0.0	0.0	0.0	0.0	0.5	0.16666666666666666	0.25	NA	NA	NA
13B4_golden_answers	67e26b0b18b1e36f2e000073	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	1.0
13B4_golden_answers	6810db0a353a4a2e6b000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67e2cfcf18b1e36f2e00009a	0.0	0.0	0.0	0.0	0.16666666666666666	0.2	0.1818181818181818	NA	NA	NA
13B4_golden_answers	6810ff8f353a4a2e6b000017	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	1.0
13B4_golden_answers	67fbe21818b1e36f2e000113	0.0	0.0	0.0	0.0	0.1	0.3333333333333333	0.15384615384615383	NA	NA	NA
13B4_golden_answers	67fc20ee18b1e36f2e00012a	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	1.0
13B4_golden_answers	67f8527318b1e36f2e000104	0.0	0.0	0.0	0.0	0.3333333333333333	0.08333333333333333	0.13333333333333333	NA	NA	NA
13B4_golden_answers	680f4ae9353a4a2e6b000009	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	67fc1a3818b1e36f2e000129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67e285b018b1e36f2e00007b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	680a07f918b1e36f2e00014a	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67cdc78381b102733300001a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67d7ff2c18b1e36f2e000049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	680a084018b1e36f2e00014e	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	67cde41a81b102733300001d	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	67fc546c18b1e36f2e000130	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	680a078618b1e36f2e000146	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	1.0
13B4_golden_answers	67d6be8a18b1e36f2e000022	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	680bc74618b1e36f2e000155	0.0	0.0	0.0	0.0	0.8	0.6666666666666666	0.7272727272727272	NA	NA	NA
13B4_golden_answers	67f857eb18b1e36f2e000105	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	67e291a718b1e36f2e000081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67e2958018b1e36f2e000084	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	680c174d353a4a2e6b000001	0.0	0.0	0.0	0.0	0.7	0.6363636363636364	0.6666666666666666	NA	NA	NA
13B4_golden_answers	67e0053118b1e36f2e000067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0
13B4_golden_answers	67e2a8d618b1e36f2e000088	0.0	0.0	0.0	0.0	0.75	0.5	0.6	NA	NA	NA
13B4_golden_answers	680a07ed18b1e36f2e000149	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67e93f2d18b1e36f2e0000db	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67e2bde318b1e36f2e000093	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	680c137818b1e36f2e000158	0.0	0.0	0.0	0.0	1.0	1.0	1.0	NA	NA	NA
13B4_golden_answers	67ca061181b102733300000a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67e26d6218b1e36f2e000074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	680a21eb18b1e36f2e000150	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67fa3c5818b1e36f2e000109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	6810c54b353a4a2e6b000011	0.0	0.0	0.0	0.0	0.2	0.1	0.13333333333333333	NA	NA	NA
13B4_golden_answers	67fd5d6518b1e36f2e000138	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67fb046e18b1e36f2e00010c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	680fe1e3353a4a2e6b00000f	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	1.0
13B4_golden_answers	67fbe2ab18b1e36f2e000116	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	67eaf14c18b1e36f2e0000de	0.0	0.0	0.0	0.0	0.6	0.42857142857142855	0.5	NA	NA	NA
13B4_golden_answers	67c9e7ee81b1027333000007	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	67d71d8f18b1e36f2e00002b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67cdb26a81b1027333000017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67e2b0a018b1e36f2e00008b	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
13B4_golden_answers	67e090be18b1e36f2e00006c	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
13B4_golden_answers	67d7fded18b1e36f2e000042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	535d292a9a4572de6f000003	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	55262a9787ecba3764000009	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	53061af558348c0f52000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5505edac8e1671127b000005	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	56e2cec751531f7e33000015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54ede8c594afd61504000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	56c6dd275795f9a73e000008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	56c1f03bef6e394741000053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	552fa32fbc4f83e828000001	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	52fa73c62059c6d71c000058	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	553653a5bc4f83e828000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5168023b298dcd4e51000061	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	5713c4a11174fb1755000013	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	54d77f0e3706e8952800001b	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	56f802ea09dd18d46b000017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	56ed14d92ac5ed145900000a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	57092332cf1c325851000018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	535d3c069a4572de6f000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	55058af6f73303d458000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	55032e65e9bde69634000034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5503263fe9bde69634000030	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	NA	NA	NA
training14b_10pct_sample_answers	56d29d4df22319765a000003	0.0	0.0	0.0	0.0	0.8333333333333334	0.625	0.7142857142857143	NA	NA	NA
training14b_10pct_sample_answers	5176c6d08ed59a060a000032	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	530cf4e0c8a0b4a00c000005	0.0	0.0	0.0	0.0	0.14285714285714285	0.25	0.18181818181818182	NA	NA	NA
training14b_10pct_sample_answers	5173bdb38ed59a060a000020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	530cefaaad0bf1360c000003	0.0	0.0	0.0	0.0	1.0	1.0	1.0	NA	NA	NA
training14b_10pct_sample_answers	530cefaaad0bf1360c000002	0.0	0.0	0.0	0.0	0.18181818181818182	0.3333333333333333	0.23529411764705885	NA	NA	NA
training14b_10pct_sample_answers	530cefaaad0bf1360c000008	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	530cefaaad0bf1360c000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54cf705ff693c3b16b000014	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	NA	NA	NA
training14b_10pct_sample_answers	55435aeced966d112c000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0
training14b_10pct_sample_answers	550342a8f8aee20f27000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	56bdc79bef6e394741000001	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54e1252fae9738404b000003	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	NA	NA	NA
training14b_10pct_sample_answers	534ebb59288f4dae47000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54f7291630767eb92e000002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	5148885ad24251bc05000032	0.0	0.0	0.0	0.0	1.0	0.5833333333333334	0.7368421052631579	NA	NA	NA
training14b_10pct_sample_answers	550c3754a103b78016000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	56cf27293975bb303a000003	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	56e5b445edfc094c1f000001	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	5311ceeae3eabad021000008	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	569e731cca240fa209000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54f4b319d0d681a040000005	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	56f24fec2ac5ed1459000015	0.0	0.0	0.0	0.0	0.5	0.3333333333333333	0.4	NA	NA	NA
training14b_10pct_sample_answers	5321bc309b2d7acc7e00000d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	571cdd227de986d80d00000f	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	530c7f52970c65fa6b000010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	531d744c267d7dd053000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	55241f9e2c8b63434a000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54ff106b6ad7dcbc1200000c	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	54f431d664850a5854000006	0.0	0.0	0.0	0.0	0.7272727272727273	1.0	0.8421052631578948	NA	NA	NA
training14b_10pct_sample_answers	55376b37bc4f83e82800000b	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	550c3d45a103b78016000008	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5717dbfe7de986d80d000001	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	52bf1af803868f1b06000008	0.0	0.0	0.0	0.0	1.0	0.5	0.6666666666666666	NA	NA	NA
training14b_10pct_sample_answers	550303a5e9bde6963400000c	0.0	0.0	0.0	0.0	0.125	0.14285714285714285	0.13333333333333333	NA	NA	NA
training14b_10pct_sample_answers	530e131b5937551c09000002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	553f72edab98a37113000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54d669003706e8952800000e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5339ed7bd6d3ac6a34000060	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	53354eafd6d3ac6a34000044	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	56c1f039ef6e394741000052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5357b5ecf1005d6b58000007	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	5319a7d2b166e2b806000029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5547a01cf35db75526000005	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54e12ae3ae9738404b000004	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	554143ad182542114d000004	0.0	0.0	0.0	0.0	0.25	0.2	0.22222222222222224	NA	NA	NA
training14b_10pct_sample_answers	5317606eb166e2b80600000d	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	5319a6e9b166e2b806000023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	517a8c238ed59a060a000042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	56e68967edfc094c1f000002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	56d138fe3975bb303a000015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	51585b28d24251bc0500008d	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	517404878ed59a060a000023	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	52f77f752059c6d71c00002b	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	5721f6f90fd6f91b68000012	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	514a1469d24251bc05000056	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	5162c8a8298dcd4e51000047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	57136cbf1174fb1755000007	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	516c0e08298dcd4e5100006d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0
training14b_10pct_sample_answers	5710dd61cf1c32585100002e	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	54c12fd1f693c3b16b000001	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	54f9ae2506d9727f76000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	52f509512059c6d71c000020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	530e0d6e5937551c09000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	569e79ecceceede94d000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54dfc6501388e8454a000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54d796f93706e8952800001e	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	5323640b9b2d7acc7e000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	56c33e5695c1e7cc5b000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	517170c48ed59a060a00000d	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5710e131a5ed216440000001	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5319a752b166e2b806000027	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	54e0ac041388e8454a00000f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	52ef6da1c8da898910000011	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	NA
training14b_10pct_sample_answers	533ea8fcc45e133714000010	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	532f08dcd6d3ac6a3400002a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0
training14b_10pct_sample_answers	56a8b8b5a17756b72f000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	54f35ad864850a5854000004	0.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5727ab040fd6f91b68000019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	550e9d2cb305b40c5c000001	0.0	0.0	0.0	0.0	1.0	1.0	1.0	NA	NA	NA
training14b_10pct_sample_answers	516ec97f298dcd4e51000087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	550312b4e9bde6963400001c	0.0	0.0	0.0	0.0	1.0	0.9090909090909091	0.9523809523809523	NA	NA	NA
training14b_10pct_sample_answers	53175e9fb166e2b80600000a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	53265dd4d6d3ac6a34000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
training14b_10pct_sample_answers	5333f728d6d3ac6a34000041	0.0	0.0	0.0	0.0	0.8	0.25806451612903225	0.3902439024390244	NA	NA	NA
training14b_10pct_sample_answers	56fcf1b8cf1c325851000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA
